Frases;Sentimento
A falta de respeito é uma atitude inaceitável no ambiente de trabalho.;Raiva
Atrasar constantemente é inaceitável em um profissional responsável.;Raiva
O resultado do projeto foi inaceitável para os padrões da empresa.;Raiva
O tratamento desigual entre funcionários é inaceitável.;Raiva
A empresa se recusou a aceitar a proposta inaceitável do concorrente.;Raiva
A conduta do jogador foi considerada inaceitável pela liga esportiva.;Raiva
O uso de palavras ofensivas é inaceitável em qualquer situação.;Raiva
O prazo de entrega é inaceitável para o cliente.;Raiva
A qualidade do produto foi considerada inaceitável pelos consumidores.;Raiva
A falta de transparência no processo é inaceitável para a população.;Raiva
A negligência médica é uma prática inaceitável em qualquer hospital.;Raiva
O comportamento agressivo é inaceitável em um ambiente de convívio social.;Raiva
A discriminação por gênero é inaceitável na sociedade moderna.;Raiva
A empresa está enfrentando problemas devido à inadimplência de clientes.;Raiva
O índice de inadimplência no país aumentou nos últimos meses.;Raiva
O atraso no pagamento das parcelas resultou em inadimplência.;Raiva
O controle rigoroso das contas reduziu a inadimplência dos clientes.;Raiva
A crise econômica contribuiu para o aumento da inadimplência das famílias.;Raiva
A renegociação das dívidas ajudou a reduzir a taxa de inadimplência.;Raiva
A política de crédito mais restritiva foi adotada para evitar a inadimplência.;Raiva
A falta de planejamento financeiro levou à inadimplência dos pagamentos.;Raiva
O aumento do desemprego causou um aumento na inadimplência.;Raiva
A empresa contratou uma equipe especializada para reduzir a inadimplência.;Raiva
O governo anunciou medidas para combater a inadimplência fiscal.;Raiva
A inadimplência dos alunos levou a instituição a tomar medidas mais rigorosas.;Raiva
A taxa de inadimplência no setor imobiliário é preocupante.;Raiva
O programa de educação financeira busca reduzir a inadimplência.;Raiva
A inadimplência das empresas afeta todo o mercado financeiro.;Raiva
É inadmissível que uma pessoa seja tratada com tanto desprezo.;Raiva
O atraso na entrega do projeto é inadmissível após tantos prazos estabelecidos.;Raiva
A discriminação é inadmissível em uma sociedade justa.;Raiva
A falta de respeito entre colegas de trabalho é inadmissível.;Raiva
A corrupção é inadmissível em qualquer instituição pública.;Raiva
A atitude agressiva é inadmissível no ambiente escolar.;Raiva
A falta de ética é inadmissível em qualquer profissional.;Raiva
O preconceito é inadmissível na sociedade moderna.;Raiva
O erro no processo de fabricação é inadmissível para uma empresa renomada.;Raiva
O descaso com a segurança é inadmissível em uma indústria de alto risco.;Raiva
O tratamento diferenciado entre funcionários é inadmissível na empresa.;Raiva
A falta de transparência é inadmissível na gestão pública.;Raiva
A falta de comprometimento é inadmissível em um projeto importante.;Raiva
O uso indevido de informações confidenciais é inadmissível no ambiente corporativo.;Raiva
O assédio moral é inadmissível em qualquer relação de trabalho.;Raiva
As afirmações do político apresentavam incoerência com suas ações.;Raiva
O texto estava cheio de incoerências e erros gramaticais.;Raiva
A incoerência do argumento foi facilmente percebida pelos espectadores.;Raiva
O discurso do orador continha várias incoerências que confundiram a plateia.;Raiva
A proposta apresentava incoerência com as diretrizes do projeto.;Raiva
As decisões contraditórias do gestor causaram incoerência no planejamento.;Raiva
A incoerência entre as metas estabelecidas e os recursos disponíveis gerou problemas.;Raiva
A falta de alinhamento entre os departamentos causou incoerência nas informações.;Raiva
O relatório continha incoerências nos números apresentados.;Raiva
A postura da empresa em relação à sustentabilidade apresentava incoerências.;Raiva
O documento oficial apresentava incoerências com o relato das testemunhas.;Raiva
A mudança repentina de estratégia gerou incoerência nas ações da equipe.;Raiva
A falta de lógica no argumento revelava incoerência na linha de pensamento.;Raiva
A comunicação da empresa com os clientes era marcada por incoerências nas informações.;Raiva
A incoerência na política de preços afetou a credibilidade da marca.;Raiva
Pedir um favor agora seria uma grande inconveniência para ela.;Raiva
Mudar os planos de última hora causou uma inconveniência para todos.;Raiva
Ele se desculpou pela inconveniência causada pelo atraso no voo.;Raiva
A indisponibilidade do elevador foi uma inconveniência para os moradores do prédio.;Raiva
A falta de estacionamento próximo ao local foi uma grande inconveniência.;Raiva
A inconveniência da reunião ser agendada para o final do dia foi questionada pelos participantes.;Raiva
O mau funcionamento do sistema de ar-condicionado gerou inconveniência durante o evento.;Raiva
O problema técnico no site causou uma inconveniência para os usuários.;Raiva
A falta de sinal de celular no local foi uma inconveniência para os turistas.;Raiva
Ele preferiu evitar a inconveniência de discutir o assunto delicado em público.;Raiva
A indisponibilidade do produto na loja gerou inconveniência para os clientes.;Raiva
O barulho da obra ao lado causou inconveniência para os moradores.;Raiva
A inconveniência de pegar um trânsito intenso no caminho para o trabalho era frustrante.;Raiva
A mudança de data da apresentação causou inconveniência para os artistas envolvidos.;Raiva
Pedir para voltar atrás na decisão seria uma grande inconveniência para todos os envolvidos.;Raiva
O resultado do teste foi incorreto devido a um erro no procedimento.;Raiva
É incorreto julgar alguém sem conhecer toda a história.;Raiva
O professor corrigiu a resposta da questão porque estava incorreta.;Raiva
É incorreto fazer acusações sem provas concretas.;Raiva
O cálculo apresentado estava incorreto, o que afetou o resultado final.;Raiva
A afirmação dele sobre o assunto está incorreta e precisa ser esclarecida.;Raiva
É incorreto ignorar a opinião dos outros sem considerar seus argumentos.;Raiva
A informação divulgada na mídia estava incorreta e foi corrigida posteriormente.;Raiva
É incorreto culpar apenas uma pessoa pelos problemas da empresa.;Raiva
A grafia do nome no documento estava incorreta e precisou ser alterada.;Raiva
É incorreto utilizar a posição de poder para benefício pessoal.;Raiva
A resposta do aluno estava incorreta devido a uma confusão nos conceitos.;Raiva
É incorreto discriminar alguém por sua origem ou religião.;Raiva
A tradução do texto estava incorreta e não transmitia a mensagem correta.;Raiva
É incorreto assumir que todas as pessoas de determinado grupo são iguais.;Raiva
O anúncio enganoso pode induzir o consumidor ao erro sobre as características do produto;Raiva
O texto ambíguo pode induzir o leitor ao erro na interpretação da informação.;Raiva
Ele tentou induzir a testemunha ao erro durante o depoimento.;Raiva
A imagem manipulada pode induzir o público ao erro sobre o evento.;Raiva
O discurso enviesado pode induzir o eleitor ao erro sobre as propostas do candidato.;Raiva
A falta de transparência pode induzir os investidores ao erro na avaliação da empresa.;Raiva
O uso de estatísticas fora de contexto pode induzir o público ao erro sobre a situação.;Raiva
O político usou informações distorcidas para induzir os eleitores ao erro.;Raiva
A propaganda enganosa tenta induzir o consumidor ao erro sobre os benefícios do produto.;Raiva
A manipulação das evidências pode induzir o júri ao erro durante o julgamento.;Raiva
O título sensacionalista pode induzir o leitor ao erro sobre o conteúdo da notícia.;Raiva
O uso de informações desatualizadas pode induzir as decisões ao erro.;Raiva
O uso de termos técnicos sem explicação pode induzir o público ao erro sobre o tema.;Raiva
A falta de contexto nas afirmações pode induzir os ouvintes ao erro na interpretação.;Raiva
A apresentação tendenciosa dos fatos pode induzir o público ao erro sobre a situação real.;Raiva
A falta de planejamento resultou na ineficácia do projeto.;Raiva
A ineficácia do medicamento levou o paciente a buscar outras alternativas.;Raiva
A burocracia excessiva é uma das causas da ineficácia do processo.;Raiva
A ineficácia das medidas tomadas levantou dúvidas sobre a efetividade do programa.;Raiva
A falta de comunicação adequada pode levar à ineficácia das ações da equipe.;Raiva
A ineficácia das negociações prolongou o conflito entre as partes.;Raiva
A ineficácia das políticas públicas afeta diretamente a população.;Raiva
A ineficácia do sistema de segurança foi evidenciada após o ocorrido.;Raiva
A ineficácia das medidas de prevenção levou ao aumento dos acidentes na região.;Raiva
A ineficácia das estratégias de marketing impactou nas vendas da empresa.;Raiva
A ineficácia das medidas de controle levou ao crescimento do problema.;Raiva
A ineficácia do tratamento levou o paciente a buscar uma segunda opinião médica.;Raiva
A ineficácia das tentativas de conciliação resultou no processo judicial.;Raiva
A ineficácia do sistema educacional afeta o desenvolvimento dos estudantes.;Raiva
A ineficácia do transporte público gera problemas de mobilidade na cidade.;Raiva
O castigo infligido ao aluno foi proporcional à gravidade da falta cometida.;Raiva
As consequências das ações criminosas devem ser infligidas de acordo com a lei.;Raiva
O juiz determinou a pena a ser infligida ao réu pelo crime cometido.;Raiva
O tratamento infligido ao prisioneiro era desumano e violava os direitos humanos.;Raiva
A dor infligida aos familiares da vítima é imensurável.;Raiva
As punições infligidas aos infratores têm o objetivo de promover a justiça.;Raiva
O sofrimento infligido aos animais em alguns experimentos é questionado por ativistas.;Raiva
A morte infligida pela guerra deixa marcas profundas na sociedade.;Raiva
O dano infligido à reputação da empresa precisa ser reparado.;Raiva
A violência infligida aos manifestantes gerou revolta na população.;Raiva
O acidente infligiu danos materiais significativos à propriedade.;Raiva
A crítica infligida ao trabalho do artista afetou sua autoestima.;Raiva
A humilhação infligida aos trabalhadores pelo chefe foi denunciada.;Raiva
A negligência infligida ao paciente resultou em consequências graves.;Raiva
A justiça deve ser infligida de forma imparcial e equitativa.;Raiva
É importante verificar a fonte antes de disseminar uma informação errada.;Raiva
A notícia publicada continha informações erradas sobre o incidente.;Raiva
Receber uma informação errada pode levar a decisões equivocadas.;Raiva
A empresa corrigiu a informação errada presente no comunicado.;Raiva
A propagação de informações erradas pode causar pânico na população.;Raiva
A mídia precisa se responsabilizar por divulgar informações erradas.;Raiva
